sentence_key	expe_sentence_key	OK_Expe_perception	texte_expe	type-de-phrase	OK_praat_seg	neg	num_syll_OK_Expe_perception	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	texte	dossier-brat	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	texte_turn_brut	spk_id	TEMPspkid	spk_age	spk_sex	nombre_syll
WE2_A072_1808s473	013-de-0-AP-9-WE2_A072_1808s473	YES	la gamme va évoluer par la suite 	decla	YES	NO	10	NO	NO	3	NO	NO	et puis la gamme va évoluer par la suite 			NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		CZ903	AP	NOAGE	M	
WE2_A072_2720s546		NO	on recherche pas forcément du ciné sur Orléans 	decla	NA	YES	14	NO	NO	3	NO	NO	voilà c'est mais pas forcément on recherche pas forcément du ciné sur Orléans 			NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		CZ903		NOAGE	M	
WE2_A072_2939s309	018-de-0-AQ-10-WE2_A072_2939s309	YES	on peut pas aller sur les bords de Loire 	decla	YES	YES	10	NO	NO	3	NO	NO	en ce moment on peut pas aller sur les bords de Loire 			NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		CZ903FEM	AQ	NOAGE	F	
WE2_A072_3156s621	014-de-0-AP-13-WE2_A072_3156s621	YES	j'ai forcément des congés dans les vacances scolaires 	decla	YES	NO	13	NO	NO	4	NO	NO	donc j'ai forcément des congés dans les vacances scolaires 			NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		CZ903	AP	NOAGE	M	
WE2_A072_3248s588		NO	on n'a pas de route à traverser pour aller sur la plage 	decla	NA	YES	14	NO	NO	3	NO	NO	et on n'a pas de route à traverser pour aller sur la plage 			NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		CZ903FEM		NOAGE	F	
WE2_A072_397s594	015-de-0-AP-9-WE2_A072_397s594	YES	on n'a pas la Loire à traverser 	decla	YES	YES	9	NO	NO	4	NO	NO	on n'a pas la Loire à traverser 			NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		CZ903	AP	NOAGE	M	
WE2_A072_487s724	016-de-0-AP-7-WE2_A072_487s724	YES	j'ai fini par me lasser 	decla	YES	NO	6	NO	NO	3	NO	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 			NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		CZ903	AP	NOAGE	M	
WE2_A073_963	034-we-0-AJ-13-WE2_A073_963	YES	en quoi ça consiste exactement votre travail ? 	wh-ex-situ	YES	NO	13	quoi	NO	3	NO	autre	et alors ça en quoi ça consiste exactement votre travail ? 	whisf-eslo2	10	ex-situ	NO	NO	subj-full-DP	NO	NO	2	NO	NO	0	NO	NO	0	1	flechi	lexical	YES	NO	et alors ça	3	0	YES	NO	NO	spk1	et alors ça en quoi ça consiste exactement votre travail ?	ch_LA11	AJ	NOAGE	M	16
WE2_A074_4640	038-we-1-AK-7-WE2_A074_4640	YES	qu'est-ce que vous préférez faire ?	wh-ex-situ	YES	NO	7	que-qu	YES	3	NO	objet	alors qu'est-ce que vous préférez faire ?													NO														spk2		ch_MP10	AK	NOAGE	F	
WE2_A074_532	039-we-1-AK-8-WE2_A074_532	YES	comment est-ce que vous vous trouvez ?	wh-ex-situ	YES	NO	8	comment	YES	4	NO	autre	alors justement ici euh dans dans le logement on on en parl- on en parlait tout à l'heure comment est-ce que vous vous trouvez ?													NO														spk2		ch_MP10	AK	NOAGE	F	
WE2_A077_7075	040-we-1-AK-9-WE2_A077_7075	YES	qu'est-ce que vous avez envie de faire ?	wh-ex-situ	YES	NO	8	que-qu	YES	4	NO	objet	qu'est-ce que vous avez envie de faire ?													No														spk1		ch_MP10	AK	NOAGE	F	
WE2_B019_3338		NO	qu'est-ce que vous voulez ?	wh-ex-situ	NA	NO	5	que-qu	YES	3	NO	objet	qu'est-ce que vous voulez ?																											spk1		TG634		NOAGE	F	
WE2_C008_65	046-we-1-AO-9-WE2_C008_65	YES	quel film est-ce que vous venez de voir ?	wh-ex-situ	YES	NO	8	quel	YES	4	NO	objet	alors tout d'abord quel film est-ce que vous venez de voir ?													lexical-restriction														spk1		CN364	AO	NOAGE	F	
WE2_C014_63		NO	quel film est-ce que vous venez de voir ?	wh-ex-situ	NA	NO	9	quel	YES	3	NO	objet	alors quel film est-ce que vous venez de voir ?																											spk1		MK912		NOAGE	F	
WE2_C019_74		NO	qu'est-ce qui vous a plu exactement ?	wh-ex-situ	NA	NO	9	que-qu	YES	4	NO	sujet	qu'est-ce qui vous a plu exactement ?																											spk1		CH057		NOAGE	F	
WE2_C020_150		NO	qu'est-ce que vous diriez à quelqu'un qui a envie d'aller voir ce film ?	wh-ex-situ	NA	NO	17	que-qu	YES	4	NO	objet	qu'est-ce que vous diriez à quelqu'un qui a envie d'aller voir ce film ?																											spk1		CH057		NOAGE	F	
WE2_C032_87		NO	qu'est-ce que vous diriez à quelqu'un pour qu'il aille voir ce film ?	wh-ex-situ	NA	NO	14	que-qu	YES	3	NO	objet	est-ce que qu'est-ce que vous diriez à quelqu'un pour qu'il aille voir ce film ?																											spk1		PR182		NOAGE	F	
WE2_F002_288		NO	vous travaillez toujours là ?	yes-no	NA	NO	7	NO	NO	2	NO	NO	et alors euh donc euh vous travaillez toujours là ?																											spk1		ch_AC7		NOAGE	F	
WE2_F002_4621	063-wi-0-AF-6-WE2_F002_4621	YES	vous vous fournissez où ?	wh-in-situ	YES	NO	6	où	NO	3	YES	autre	vous vous fournissez où ?													NO														spk1		ch_AC7	AF	NOAGE	F	
WE2_F003_10893	061-wi-0-AE-6-WE2_F003_10893	YES	vous étiez prof de quoi ?	wh-in-situ	YES	NO	6	quoi	NO	4	YES	autre	comment dire comment dire non mais comment dire vous étiez prof de quoi ?													NO														spk2		CF4_DIA	AE	NOAGE	M	
WE2_F003_2171		NO	vous en aviez dans votre entreprise des handicapés ?	yes-no	NA	NO	14	NO	NO	2	NO	NO	et vous en aviez dans votre entreprise des handicapés ?																											spk1		ch_AC7		NOAGE	F	
WE2_F003_3029	092-yn-0-AF-8-WE2_F003_3029	YES	vous retapez votre maison ?	yes-no	YES	NO	6	NO	NO	3	NO	NO	alors j- si j'ai bien compris vous vous retapez votre maison ?																											spk1		ch_AC7	AF	NOAGE	F	
WE2_F003_3392	093-yn-0-AF-7-WE2_F003_3392	YES	vous avez des permanences ?	yes-no	YES	NO	7	NO	NO	3	NO	NO	donc vous avez des permanences ?																											spk1		ch_AC7	AF	NOAGE	F	
WE2_F003_4152		NO	vous avez beaucoup de médailles ?	yes-no	NA	NO	7	NO	NO	2	NO	NO	donc vous avez beaucoup de médailles ?																											spk1		ch_AC7		NOAGE	F	
WE2_F003_4258	094-yn-0-AF-7-WE2_F003_4258	YES	vous faites toujours du vélo ?	yes-no	YES	NO	7	NO	NO	3	NO	NO	vous faites toujours du vélo ?																											spk1		ch_AC7	AF	NOAGE	F	
WE2_F003_5117		NO	comment ça se fait que vous êtes venu sur Orléans alors ?	wh-ex-situ	NA	NO	15	comment	NO	2	NO	autre	et et et qu'est-ce comment ça se fait que vous êtes venu sur Orléans alors ?																											spk1		ch_AC7		NOAGE	F	
WE2_F003_6365		NO	quels films vous aimez quand vous en regardez ?	wh-ex-situ	NA	NO	11	quel	NO	3	NO	objet	hm et quels films vous aimez quand vous en regardez ?																											spk1		ch_AC7		NOAGE	F	
WE2_F003_7082	095-yn-0-AF-8-WE2_F003_7082	YES	vous l'écoutez à la radio ?	yes-no	YES	NO	8	NO	NO	4	NO	NO	la musique vous l'écoutez à la radio ?																											spk1		ch_AC7	AF	NOAGE	F	
WE2_F004_1886		NO	vous continuez en diapositives ?	yes-no	NA	NO	9	NO	NO	2	NO	NO	donc vous continuez en diapositives ?																											spk1		ch_AC7		NOAGE	F	
WE2_F004_2746		NO	vous la lisez comment ?	wh-in-situ	NA	NO	6	comment	NO	2	YES	autre	vous la lisez comment ?																											spk1		ch_AC7		NOAGE	F	
WE2_F004_4860		NO	vous vous en servez comment ?	wh-in-situ	NA	NO	7	comment	NO	2	YES	autre	vous vous en servez comment ?																											spk1		ch_AC7		NOAGE	F	
WE2_F004_5000	064-wi-0-AF-5-WE2_F004_5000	YES	vous faites vos courses où ?	wh-in-situ	YES	NO	5	où	NO	3	YES	autre	et vous faites vos courses où ?													NO														spk1		ch_AC7	AF	NOAGE	F	
WE2_F005_4246		NO	vous y notez quoi ?	wh-in-situ	NA	NO	5	quoi	NO	1	YES	objet	et vous y notez quoi ?																											spk2		ch_AC7		NOAGE	F	
WE2_F005_4447	065-wi-0-AF-6-WE2_F005_4447	YES	vous en faites quel usage ?	wh-in-situ	YES	NO	6	quel	NO	3	YES	objet	et vous en faites quel usage ?													lexical-restriction														spk2		ch_AC7	AF	NOAGE	F	
WE2_F006_12048		NO	comment vous faites ?	wh-ex-situ	NA	NO	4	comment	NO		NO	autre	et pour contacter une personne qui habite euh pas trop loin de chez vous comment vous faites ?																											spk1		ch_AC7		NOAGE	F	
WE2_F006_9910	066-wi-0-AF-6-WE2_F006_9910	YES	vous écrivez quand ?	wh-in-situ	YES	NO	5	quand	NO	3	YES	autre	hein parce que soit on ah jamais même nous vous vous écrivez quand ?													NO														spk1		ch_AC7	AF	NOAGE	F	
WE2_J001_3642		NO	tu regardes quoi ?	wh-in-situ	NA	NO	4	quoi	NO		YES	objet	tu regardes quoi ?																											spk1		WT646		NOAGE	F	
WE2_J001_4543		NO	comment tu la ferais l'omelette ?	wh-ex-situ	NA	NO	7	comment	NO	3	NO	autre	une omelette comment tu la ferais l'omelette ?																											spk1		WT646		NOAGE	F	
WE2_J001_5074	116-yn-0-BA-5-WE2_J001_5074	YES	tu trouves qu'on parle bien ?	yes-no	YES	NO	5	NO	NO	3	NO	NO	tu trouves qu'on parle bien ?																											spk1		WT646	BA	NOAGE	F	
WE2_J001_5188	117-yn-0-BA-4-WE2_J001_5188	YES	tu parles d'autres langues ?	yes-no	YES	NO	5	NO	NO	3	NO	NO	et toi tu parles d'autres langues ?																											spk1		WT646	BA	NOAGE	F	
WE2_J001_5408		NO	ça te choque ?	yes-no	NA	NO	3	NO	NO	2	NO	NO	et ça te choque ?																											spk1		WT646		NOAGE	F	
WE2_J002_1162		NO	ça consiste en quoi le scrapbooking ?	wh-in-situ	NA	NO	9	quoi	NO	3	NO	autre	hm hm et euh ça consiste en quoi le scrapbooking ?																											spk2		WT646		NOAGE	F	
WE2_J002_1489	118-yn-0-BA-6-WE2_J002_1489	YES	il pratique le vélo ?	yes-no	YES	NO	6	NO	NO	3	NO	NO	et lui euh il pratique le vélo ?																											spk2		WT646	BA	NOAGE	F	
WE2_J002_1647	119-yn-0-BA-11-WE2_J002_1647	YES	c'était à une occasion particulière ?	yes-no	YES	NO	11	NO	NO	3	NO	NO	c'était à une occasion particulière ?																											spk2		WT646	BA	NOAGE	F	
WE2_J002_1887		NO	tu jouerais aux jeux vidéos ?	yes-no	NA	NO	3	NO	NO	2	NO	NO	tu jouerais aux jeux vidéos ?																											spk2		WT646		NOAGE	F	
WE2_J002_2412	055-we-0-BA-9-WE2_J002_2412	YES	comment tu circules sur Orléans ?	wh-ex-situ	YES	NO	9	comment	NO	3	NO	autre	toi comment tu circules sur Orléans ?													NO														spk2		WT646	BA	NOAGE	F	
WE2_J002_287		NO	tu habitais où avant ?	wh-in-situ	NA	NO	6	où	NO	3	NO	autre	tu habitais où avant ?																											spk2		WT646		NOAGE	F	
WE2_J002_58		NO	qu'est-ce que tu fais de beau dans la vie ?	wh-ex-situ	NA	NO	9	que-qu	YES	3	NO	objet	qu'est-ce que tu fais de beau dans la vie ?																											spk2		WT646		NOAGE	F	
WE2_J003_1383		NO	il consiste à quoi ce petit boulot ?	wh-in-situ	NA	NO	10	quoi	NO	3	NO	autre	enfin il consiste à quoi ce petit boulot ?																											spk1		DC528		15/25	F	
WE2_J003_1600		NO	tu fais combien d'heures par semaine ?	wh-in-situ	NA	NO	8	combien	NO	3	NO	autre	au bout et tu fais combien d'heures par semaine ?																											spk1		DC528		15/25	F	
WE2_J003_162	104-yn-0-AR-6-WE2_J003_162	YES	t'as déjà voyagé ?	yes-no	YES	NO	5	NO	NO	4	NO	NO	et t'as déjà voyagé ?																											spk1		DC528	AR	15/25	F	
WE2_J003_2511	105-yn-0-AR-4-WE2_J003_2511	YES	t'y vas toute seule ?	yes-no	YES	NO	4	NO	NO	4	NO	NO	et t'y vas toute seule ?																											spk1		DC528	AR	15/25	F	
WE2_J003_2748	047-we-0-AR-9-WE2_J003_2748	YES	quelles chaînes tu regardes le plus souvent	wh-ex-situ	YES	NO	8	quel	NO	4	NO	objet	quelles chaînes tu regardes le plus souvent ? 	whisf-eslo2	7	ex-situ	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	lexical-restriction	NO	0	1	flechi	lexical	YES	NO	NO	0	0	NO	NO	NO	spk1	quelles chaînes tu regardes le plus souvent ? 	DC528	AR	15/25	F	
WE2_J003_3026	106-yn-0-AR-5-WE2_J003_3026	YES	tu lis les journaux ?	yes-no	YES	NO	5	NO	NO	4	NO	NO	sinon tu lis les journaux ?																											spk1		DC528	AR	15/25	F	
WE2_J003_3551		NO	t'y vas pour faire quoi en fait ?	wh-in-situ	NA	NO	7	quoi	NO		NO	objet	donc le plus souvent t'y vas pour faire quoi en fait ?																											spk1		DC528		15/25	F	
WE2_J003_4311		NO	t'as l'habitude d'aller manger où ?	wh-in-situ	NA	NO	9	où	NO		YES	autre	t'as l'habitude d'aller manger où ?																											spk1		DC528		15/25	F	
WE2_J003_582	077-wi-0-AR-7-WE2_J003_582	YES	il recherche dans quel domaine ?	wh-in-situ	YES	NO	6	quel	NO	3	YES	autre	et il recherche dans quel domaine ?													lexical-restriction														spk1		DC528	AR	15/25	F	
WE2_J004_1174		NO	t'as vu quoi dernièrement ?	wh-in-situ	NA	NO	6	quoi	NO		NO	objet	ouais et là tu vas t'as vu quoi dernièrement ?																											spk1		WT075		15/25	F	
WE2_J004_1817		NO	tu y vas souvent toi ?	yes-no	YES	NO	5	NO	NO	3	NO	NO	tu y vas souvent toi ?																											spk1		WT075	AY	15/25	F	
WE2_J004_2782		NO	tu fais quoi en général ?	wh-in-situ	NA	NO	7	quoi	NO		NO	objet	et euh et donc chez toi tu fais quoi en général ?																											spk1		WT075		15/25	F	
WE2_J004_3073		NO	t'es sur Twitter ?	yes-no	NA	NO	4	NO	NO	3	NO	NO	en général de Fa- enfin des des réseaux sociaux genre euh tu t'es sur Twitter ?																											spk1		WT075		15/25	F	
WE2_J004_3086		NO	tu connais un peu ?	yes-no	NA	NO	5	NO	NO	3	NO	NO	non tu connais un peu ?																											spk1		WT075		15/25	F	
WE2_J004_3727		NO	tu joues aux jeux vidéos ?	yes-no	YES	NO	7	NO	NO	3	NO	NO	tu joues aux jeux vidéos ?																											spk1		WT075	AY	15/25	F	
WE2_J004_4264		NO	tu cuisines un petit peu ?	yes-no	YES	NO	6	NO	NO	3	NO	NO	OK et euh sinon tu cuisines un petit peu ?																											spk1		WT075	AY	15/25	F	
WE2_J004_4335		NO	tu fais des omelettes ?	yes-no	YES	NO	5	NO	NO	3	NO	NO	et tu fais des omelettes ?																											spk1		WT075	AY	15/25	F	
WE2_J004_4408		NO	tu comptes partir bientôt de chez tes parents ?	yes-no	NA	NO	11	NO	NO	3	NO	NO	et euh sinon tu tu comptes partir bientôt de chez tes parents ?																											spk1		WT075		15/25	F	
WE2_J004_564		NO	tu trouves qu'y a assez de commerces ?	yes-no	NA	NO	8	NO	NO	3	NO	NO	et euh tu trouves qu'y a assez de commerces ?																											spk1		WT075		15/25	F	
WE2_J005_1807	086-wi-0-BA-5-WE2_J005_1807	YES	ils sont de quels types ?	wh-in-situ	YES	NO	4	quel	NO	3	YES	autre	ils sont plutôt variés ils sont de quels types ?													lexical-restriction														spk1		WT646	BA	NOAGE	F	
WE2_J005_1976	056-we-1-BA-6-WE2_J005_1976	YES	qu'est-ce que tu changerais ?	wh-ex-situ	YES	NO	5	que-qu	YES	3	NO	objet	dans quel sens qu'est-ce que tu changerais ?													NO														spk1		WT646	BA	NOAGE	F	
WE2_J005_2030	057-we-0-BA-8-WE2_J005_2030	YES	quels commerces tu fréquentes le plus	wh-ex-situ	YES	NO	8	quel	NO	3	NO	objet	et toi quels commerces tu fréquentes le plus ? 	whisf-eslo2	8	ex-situ	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	lexical-restriction	NO	0	1	flechi	lexical	YES	NO	NO	0	0	NO	NO	NO	spk1	et toi quels commerces tu fréquentes le plus ? 	WT646	BA	NOAGE	F	
WE2_J005_3721	058-we-0-BA-9-WE2_J005_3721	YES	dans quel but tu utilises Facebook ?	wh-ex-situ	YES	NO	9	quel	NO	3	NO	autre	dans quel but tu utilises Facebook ?													lexical-restriction														spk1		WT646	BA	NOAGE	F	
WE2_J005_4727	087-wi-0-BA-5-WE2_J005_4727	YES	tu circules comment ?	wh-in-situ	YES	NO	5	comment	NO	3	YES	autre	tu circules comment ?													NO														spk1		WT646	BA	NOAGE	F	
WE2_J005_4738	059-we-0-BA-6-WE2_J005_4738	YES	quels moyens t'utilises	wh-ex-situ	YES	NO	6	quel	NO	3	NO	objet	bah euh quels moyens tu utilises ? 	whisf-eslo2	6	ex-situ	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	lexical-restriction	NO	0	1	flechi	lexical	YES	NO	bah euh	2	0	NO	NO	NO	spk1	bah euh quels moyens tu utilises ? 	WT646	BA	NOAGE	F	
WE2_J005_5830	060-we-0-BA-7-WE2_J005_5830	YES	comment tu fais une omelette ?	wh-ex-situ	YES	NO	7	comment	NO	3	NO	autre	comment tu fais une omelette ?													NO														spk1		WT646	BA	NOAGE	F	
WE2_J005_5859		NO	comment tu la prépares ?	wh-ex-situ	NA	NO	6	comment	NO	3	NO	autre	comment tu la prépares ?																											spk1		WT646		NOAGE	F	
WE2_J005_64	088-wi-0-BA-5-WE2_J005_64	YES	ça consiste en quoi ?	wh-in-situ	YES	NO	5	quoi	NO	3	YES	autre	OK et donc en fait ton travail ça consiste en quoi ?													NO														spk1		WT646	BA	NOAGE	F	
WE2_J005_710	089-wi-0-BA-6-WE2_J005_710	YES	tu viens de quel pays ?	wh-in-situ	YES	NO	6	quel	NO	3	YES	autre	tu viens de quel pays ?													lexical-restriction														spk1		WT646	BA	NOAGE	F	
WE2_J006_1156		NO	elle fait quoi dans la vie ?	wh-in-situ	NA	NO	6	quoi	NO	3	NO	objet	de ta maman elle fait quoi dans la vie ?																																	
WE2_J006_192		NO	ça fait combien de temps que tu travailles là-bas ?	wh-in-situ	NA	NO	12	combien	NO	3	NO	autre	et euh ça fait combien de temps que tu travailles là-bas ?																																	
WE2_J006_2248	079-wi-0-AZ-3-WE2_J006_2248	YES	tu as vu quoi ?	wh-in-situ	YES	NO	3	quoi	NO	3	YES	objet	tu as vu quoi ?													NO														spk1		WT075	AZ	15/25	F	
WE2_J006_2307	080-wi-0-AZ-5-WE2_J006_2307	YES	il était quelle heure ?	wh-in-situ	YES	NO	5	quel	NO	3	YES	objet	il était quelle heure ?													lexical-restriction														spk1		WT075	AZ	15/25	F	
WE2_J006_2357	081-wi-0-AZ-4-WE2_J006_2357	YES	vous étiez où ?	wh-in-situ	YES	NO	4	où	NO	3	YES	autre	vous étiez où ?													NO														spk1		WT075	AZ	15/25	F	
WE2_J006_2626		NO	tu pars souvent en vacances quand même ?	yes-no	NA	NO	9	NO	NO		NO	NO	et tu pars souvent en vacances quand même ?																											spk1		WT075		15/25	F	
WE2_J006_2659		NO	c'était bien ?	yes-no	NA	NO	3	NO	NO	3	NO	NO	et alors c'était bien ?																											spk1		WT075		15/25	F	
WE2_J006_3146		NO	c'est un point positif pour Orléans ?	yes-no	NA	NO	10	NO	NO	3	NO	NO	tu penses que la proximité de Paris c'est un point positif pour Orléans ?																											spk1		WT075		15/25	F	
WE2_J006_3563		NO	ils ont un accent aussi ?	yes-no	NA	NO	7	NO	NO	3	NO	NO	les purs parisiens ils ont un accent aussi ?																											spk1		WT075		15/25	F	
WE2_J006_5495	109-yn-0-AZ-4-WE2_J006_5495	YES	tu as un Facebook ?	yes-no	YES	NO	4	NO	NO	4	NO	NO	tu as f- tu as un Facebook ?																											spk1		WT075	AZ	15/25	F	
WE2_J006_5550		NO	tu trouves ça bien ?	yes-no	NA	NO	4	NO	NO	3	NO	NO	tu v- enfin tu trouves ça bien ?																											spk1		WT075		15/25	F	
WE2_J006_5781	110-yn-0-AZ-5-WE2_J006_5781	YES	tu as un compte Twitter ?	yes-no	YES	NO	5	NO	NO	4	NO	NO	et euh tu as un compte Twitter ?																											spk1		WT075	AZ	15/25	F	
WE2_J006_6085		NO	tu aimes bien la télévision ?	yes-no	YES	NO	7	NO	NO	3	NO	NO	donc tu aimes bien Internet après tu aimes bien la télévision ?																											spk1		WT075	AY	15/25	F	
WE2_J006_66		NO	comment tu t'appelles ?	wh-ex-situ	NA	NO	5	comment	NO	3	NO	autre	donc euh déjà comment tu t'appelles ?																											spk1		WT075		15/25	F	
WE2_J006_6967	082-wi-0-AZ-4-WE2_J006_6967	YES	ça parle de quoi ?	wh-in-situ	YES	NO	5	quoi	NO	3	YES	autre	ça parle de quoi ?													NO														spk1		WT075	AZ	15/25	F	
WE2_J006_734		NO	ça te plaît là-bas ?	yes-no	NA	NO	4	NO	NO	3	NO	NO	d'accord et ça te plaît là-bas ?																											spk1		WT075		15/25	F	
WE2_J006_8034		NO	tu manges beaucoup de salades et tout ?	yes-no	NA	NO	9	NO	NO	3	NO	NO	tu manges beaucoup de salades et tout ?																											spk1		WT075		15/25	F	
WE2_J006_811	083-wi-0-AZ-4-WE2_J006_811	YES	tu habitais où ?	wh-in-situ	YES	NO	4	où	NO	4	YES	autre	d'accord et donc avant euh tu habitais où ?													NO														spk1		WT075	AZ	15/25	F	
WE2_J006_82	084-wi-0-AZ-4-WE2_J006_82	YES	tu as quel âge ?	wh-in-situ	YES	NO	3	quel	NO	3	YES	objet	tu as quel âge ?													lexical-restriction														spk1		WT075	AZ	15/25	F	
WE2_J007_1011		NO	qu'est-ce qui te plaît ici ?	wh-ex-situ	NA	NO	6	que-qu	YES	3	NO	sujet	et Dunois euh qu'est-ce qui te plaît ici ?																											spk1		WT075		15/25	F	
WE2_J007_114	111-yn-0-AZ-4-WE2_J007_114	YES	ça se passe bien ?	yes-no	YES	NO	3	NO	NO	4	NO	NO	ça se passe bien ?																											spk1		WT075	AZ	15/25	F	
WE2_J007_1165		NO	tu as des frères et soeurs ?	yes-no	YES	NO	5	NO	NO	3	NO	NO	et euh tu as des frères et soeurs ?																											spk1		WT075	AY	15/25	F	
WE2_J007_1185	090-wi-0-BB-4-WE2_J007_1185	YES	il a quel âge ?	wh-in-situ	YES	NO	4	quel	NO	3	YES	objet	il a quel âge ?													lexical-restriction														spk2		WZ853	BB	NOAGE	F	
WE2_J007_1319		NO	qu'est-ce que tu pourrais me dire de Montargis ?	wh-ex-situ	NA	NO	11	que-qu	YES	3	NO	objet	et euh sinon donc qu'est-ce que qu'est-ce que tu pourrais me dire de Montargis ?																											spk1		WT075		15/25	F	
WE2_J007_1896		NO	tu as acheté quoi à tes parents ?	wh-in-situ	NA	NO	8	quoi	NO	3	NO	objet	tu as acheté quoi à tes parents ?																											spk1		WT075		15/25	F	
WE2_J007_2971	112-yn-0-AZ-3-WE2_J007_2971	YES	tu en as d'autres ?	yes-no	YES	NO	3	NO	NO	4	NO	NO	et tu en as d'autres ?																											spk1		WT075	AZ	15/25	F	
WE2_J007_3165		NO	qu'est-ce que tu as ?	wh-ex-situ	NA	NO	4	que-qu	YES	4	NO	objet	et qu'est-ce que tu as ?																											spk1		WT075		15/25	F	
WE2_J007_33	053-we-0-AZ-5-WE2_J007_33	YES	comment tu t'appelles ?	wh-ex-situ	YES	NO	5	comment	NO	3	NO	autre	donc euh déjà comment tu t'appelles ?													NO														spk1		WT075	AZ	15/25	F	
WE2_J007_3498	120-yn-0-BB-6-WE2_J007_3498	YES	tu veux que je te raconte ?	yes-no	YES	NO	5	NO	NO	3	NO	NO	tu veux que je te raconte ?																											spk2		WZ853	BB	NOAGE	F	
WE2_J007_3825		NO	tu as été voir quoi ?	wh-in-situ	NA	NO	5	quoi	NO	2	YES	objet	tu as été voir quoi ?																											spk1		WT075		15/25	F	
WE2_J007_4321		NO	tu moulines les chorizos ?	yes-no	NA	NO	7	NO	NO		NO	NO	mais tu moulines les chorizos ?																											spk1		WT075		15/25	F	
WE2_J007_44		NO	tu pourrais me dire ton âge ?	yes-no	YES	NO	7	NO	NO	3	NO	NO	tu pourrais me dire ton âge ?																											spk1		WT075	AY	15/25	F	
WE2_J007_4448		NO	tu regardes encore toi ?	yes-no	NA	NO	6	NO	NO	2	NO	NO	ah tu regardes encore toi ?																											spk1		WT075		15/25	F	
WE2_J007_4622	113-yn-0-AZ-8-WE2_J007_4622	YES	tu vas souvent au cinéma ?	yes-no	YES	NO	8	NO	NO	3	NO	NO	ah ouais donc tu vas souvent au cinéma ?																											spk1		WT075	AZ	15/25	F	
WE2_J007_5148		NO	tu regardes que les émissions culinaires ?	yes-no	NA	NO	11	NO	NO	3	NO	NO	ah bah oui tu regardes que les émissions culinaires ?																											spk1		WT075		15/25	F	
WE2_J007_5229	085-wi-0-AZ-4-WE2_J007_5229	YES	tu joues à quoi ?	wh-in-situ	YES	NO	4	quoi	NO	3	YES	objet	tu joues à quoi ?													NO														spk1		WT075	AZ	15/25	F	
WE2_J007_5528		NO	tu y passes combien de temps par jour ?	wh-in-situ	NA	NO	7	combien	NO	3	NO	autre	et euh tu y passes combien de temps par jour ?																																	
WE2_J007_62	054-we-1-AZ-7-WE2_J007_62	YES	qu'est-ce que tu fais dans la vie ?	wh-ex-situ	YES	NO	7	que-qu	YES	3	NO	objet	euh qu'est-ce que tu fais dans la vie ?													NO														spk1		WT075	AZ	15/25	F	
WE2_J007_6466	114-yn-0-AZ-8-WE2_J007_6466	YES	tu vas au marché de Noël ?	yes-no	YES	NO	7	NO	NO	3	NO	NO	non mais c'est trop ça et tu vas au marché de Noël ?																											spk1		WT075	AZ	15/25	F	
WE2_J007_8386		NO	tu as jamais remarqué ?	yes-no	NA	YES	6	NO	NO	3	NO	NO	bah tu as jamais remarqué ?																											spk1		WT075		15/25	F	
WE2_J007_8973	115-yn-0-AZ-4-WE2_J007_8973	YES	tu parles d'autres langues ?	yes-no	YES	NO	5	NO	NO	4	NO	NO	et toi tu parles d'autres langues ?																											spk1		WT075	AZ	15/25	F	
WE2_J008_2828	107-yn-0-AR-7-WE2_J008_2828	YES	ils les aident à s'installer ?	yes-no	YES	NO	7	NO	NO	3	NO	NO	ils les aident à s'installer ?																											spk1		DC528	AR	15/25	F	
