sentence_key	OLD_sentence_key	texte_expe	item	type-de-phrase	audio_type	list	spk_sex	spk_id	num_syll	stim_num	wh-type	presence-eske	The Voice Contest	wh-in-situ-final	func-wh	OK_praat_seg	neg	texte	OK_Expe_perception	dossier-brat	OLDsentence_key	nombre-de-mots	pos-wh	quality-wh	rheto-wh	subj-DP	subj-clit	subj-ce	nombre-subj	inverted-subj	comp	nombre-comp	lex-restr	partitif	est-ce-que	nombre_verbes	flexion-et	type-de-verbe-et	extraction-site	notes	partie-a-enlever	nombre-partie-a-enlever-mots	nombre-mots-a-enlever	dislocation-droite	attention-dernier-mot	fin-partie-enlever	locuteur	texte_turn_brut	spk_age
134-de-DE-18-A-0-06-AB-F-WE2_A063_783s321	134-de-DE-18-B-0-06-AB-F-WE2_A063_783s321	ils sont enthousiastes 	18	decla	delex	A	F	AG68	06	134	NO	NO	3	NO	NO	YES	NO	ils sont toujours heu contents de tout ils sont enthousiastes 	YES		WE2_A063_783s321		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk1		NOAGE
015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441	015-de-CL-19-A-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	clair	A	F	70LOC	05	015	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
075-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441	075-de-OR-19-B-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	orig	B	F	70LOC	05	075	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441	135-de-DE-19-C-0-05-AA-F-WE2_A065_1669s441	il avait quatre ans 	19	decla	delex	C	F	70LOC	05	135	NO	NO	3	NO	NO	YES	NO	il est arrivé à Orléans il avait quatre ans 	YES		WE2_A065_1669s441		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
016-de-CL-20-C-0-06-AA-F-WE2_A065_2122s982	016-de-CL-20-B-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	clair	C	F	70LOC	06	016	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
076-de-OR-20-A-0-06-AA-F-WE2_A065_2122s982	076-de-OR-20-C-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	orig	A	F	70LOC	06	076	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
136-de-DE-20-B-0-06-AA-F-WE2_A065_2122s982	136-de-DE-20-A-0-06-AA-F-WE2_A065_2122s982	on est quinze maximum 	20	decla	delex	B	F	70LOC	06	136	NO	NO	4	NO	NO	YES	NO	donc en gros quand on se retrouve on est quinze maximum 	YES		WE2_A065_2122s982		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
017-de-CL-21-B-0-07-AA-F-WE2_A065_2168s08	017-de-CL-21-C-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	clair	B	F	70LOC	07	017	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
077-de-OR-21-C-0-07-AA-F-WE2_A065_2168s08	077-de-OR-21-A-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	orig	C	F	70LOC	07	077	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
137-de-DE-21-A-0-07-AA-F-WE2_A065_2168s08	137-de-DE-21-B-0-07-AA-F-WE2_A065_2168s08	je vais souvent au théâtre 	21	decla	delex	A	F	70LOC	07	137	NO	NO	4	NO	NO	YES	NO	je vais souvent au théâtre 	YES		WE2_A065_2168s08		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774	018-de-CL-22-A-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	clair	A	F	70LOC	05	018	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
078-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774	078-de-OR-22-B-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	orig	B	F	70LOC	05	078	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774	138-de-DE-22-C-0-05-AA-F-WE2_A065_3188s774	je vous donne la recette 	22	decla	delex	C	F	70LOC	05	138	NO	NO	3	NO	NO	YES	NO	après promis je vous donne la recette 	YES		WE2_A065_3188s774		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
019-de-CL-23-C-0-06-AA-F-WE2_A065_3341s516	019-de-CL-23-B-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	clair	C	F	70LOC	06	019	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
079-de-OR-23-A-0-06-AA-F-WE2_A065_3341s516	079-de-OR-23-C-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	orig	A	F	70LOC	06	079	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
139-de-DE-23-B-0-06-AA-F-WE2_A065_3341s516	139-de-DE-23-A-0-06-AA-F-WE2_A065_3341s516	elle est plus onctueuse 	23	decla	delex	B	F	70LOC	06	139	NO	NO	3	NO	NO	YES	NO	elle est plus onctueuse 	YES		WE2_A065_3341s516		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
020-de-CL-24-B-0-09-AP-M-WE2_A072_1316s637	020-de-CL-24-C-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	clair	B	M	CZ903	09	020	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
080-de-OR-24-C-0-09-AP-M-WE2_A072_1316s637	080-de-OR-24-A-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	orig	C	M	CZ903	09	080	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
140-de-DE-24-A-0-09-AP-M-WE2_A072_1316s637	140-de-DE-24-B-0-09-AP-M-WE2_A072_1316s637	j'ai fréquemment une voiture de service 	24	decla	delex	A	M	CZ903	09	140	NO	NO	3	NO	NO	YES	NO	sans compter le fait que pour mon travail j'ai fréquemment une voiture de service 	YES		WE2_A072_1316s637		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52	021-de-CL-25-A-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	clair	A	F	CZ903FEM	12	021	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE
081-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52	081-de-OR-25-B-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	orig	B	F	CZ903FEM	12	081	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE
141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52	141-de-DE-25-C-0-12-AQ-F-WE2_A072_1713s52	je m'occupais jusqu'à maintenant que de la région Centre 	25	decla	delex	C	F	CZ903FEM	12	141	NO	NO	3	NO	NO	YES	NO	mais je m'occupais jusqu'à maintenant que de la région Centre 	YES		WE2_A072_1713s52		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE
022-de-CL-26-C-0-10-AP-M-WE2_A072_1808s473	022-de-CL-26-B-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	clair	C	M	CZ903	10	022	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
082-de-OR-26-A-0-10-AP-M-WE2_A072_1808s473	082-de-OR-26-C-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	orig	A	M	CZ903	10	082	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
142-de-DE-26-B-0-10-AP-M-WE2_A072_1808s473	142-de-DE-26-A-0-10-AP-M-WE2_A072_1808s473	la gamme va évoluer par la suite 	26	decla	delex	B	M	CZ903	10	142	NO	NO	3	NO	NO	YES	NO	et puis la gamme va évoluer par la suite 	YES		WE2_A072_1808s473		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
023-de-CL-27-B-0-10-AQ-F-WE2_A072_2939s309	023-de-CL-27-C-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	clair	B	F	CZ903FEM	10	023	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE
083-de-OR-27-C-0-10-AQ-F-WE2_A072_2939s309	083-de-OR-27-A-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	orig	C	F	CZ903FEM	10	083	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE
143-de-DE-27-A-0-10-AQ-F-WE2_A072_2939s309	143-de-DE-27-B-0-10-AQ-F-WE2_A072_2939s309	on peut pas aller sur les bords de Loire 	27	decla	delex	A	F	CZ903FEM	10	143	NO	NO	3	NO	NO	YES	YES	en ce moment on peut pas aller sur les bords de Loire 	YES		WE2_A072_2939s309		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk3		NOAGE
024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621	024-de-CL-28-A-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	clair	A	M	CZ903	13	024	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
084-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621	084-de-OR-28-B-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	orig	B	M	CZ903	13	084	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621	144-de-DE-28-C-0-13-AP-M-WE2_A072_3156s621	j'ai forcément des congés dans les vacances scolaires 	28	decla	delex	C	M	CZ903	13	144	NO	NO	4	NO	NO	YES	NO	donc j'ai forcément des congés dans les vacances scolaires 	YES		WE2_A072_3156s621		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
025-de-CL-29-C-0-09-AP-M-WE2_A072_397s594	025-de-CL-29-B-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	clair	C	M	CZ903	09	025	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
085-de-OR-29-A-0-09-AP-M-WE2_A072_397s594	085-de-OR-29-C-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	orig	A	M	CZ903	09	085	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
145-de-DE-29-B-0-09-AP-M-WE2_A072_397s594	145-de-DE-29-A-0-09-AP-M-WE2_A072_397s594	on n'a pas la Loire à traverser 	29	decla	delex	B	M	CZ903	09	145	NO	NO	4	NO	NO	YES	YES	on n'a pas la Loire à traverser 	YES		WE2_A072_397s594		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
026-de-CL-30-B-0-06-AP-M-WE2_A072_487s724	026-de-CL-30-C-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	clair	B	M	CZ903	06	026	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
086-de-OR-30-C-0-06-AP-M-WE2_A072_487s724	086-de-OR-30-A-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	orig	C	M	CZ903	06	086	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
146-de-DE-30-A-0-06-AP-M-WE2_A072_487s724	146-de-DE-30-B-0-06-AP-M-WE2_A072_487s724	j'ai fini par me lasser 	30	decla	delex	A	M	CZ903	06	146	NO	NO	3	NO	NO	YES	NO	d'aller régulièrement au devant mais au bout de quelques temps bah j'ai fini par me lasser 	YES		WE2_A072_487s724		NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	spk2		NOAGE
031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	031-yn-CL-31-A-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ? 	31	yes-no	clair	A	M	BV1	06	031	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ça a fait une heure là ?	NOAGE
091-yn-OR-31-B-0-06-AD-M-WE2_A001_6885	091-yn-OR-31-B-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ? 	31	yes-no	orig	B	M	BV1	06	091	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ça a fait une heure là ?	NOAGE
151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	151-yn-DE-31-C-0-06-AD-M-WE2_A001_6885	ça a fait une heure là ? 	31	yes-no	delex	C	M	BV1	06	151	NO	NO	3	NO	NO	YES	NO	ça a fait une heure là ? 	YES	whisf-eslo2-yn	WE2_A001_6885	6	NO	NO	NO	subj-full-DP	NO	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ça a fait une heure là ?	NOAGE
057-yn-CL-32-C-0-06-AL-M-WE2_A005_206	057-yn-CL-32-B-0-06-AL-M-WE2_A005_206	c'était vraiment un choix ? 	32	yes-no	clair	C	M	ch_OB1	06	057	NO	NO	3	NO	NO	YES	NO	et donc ça c'était vraiment un choix ? 	YES	whisf-eslo2-yn	WE2_A005_206	7	NO	NO	NO	subj-full-DP	NO	ce-subj	2	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	et donc ça c'était vraiment un choix ?	NOAGE
117-yn-OR-32-A-0-06-AL-M-WE2_A005_206	117-yn-OR-32-C-0-06-AL-M-WE2_A005_206	c'était vraiment un choix ? 	32	yes-no	orig	A	M	ch_OB1	06	117	NO	NO	3	NO	NO	YES	NO	et donc ça c'était vraiment un choix ? 	YES	whisf-eslo2-yn	WE2_A005_206	7	NO	NO	NO	subj-full-DP	NO	ce-subj	2	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	et donc ça c'était vraiment un choix ?	NOAGE
177-yn-DE-32-B-0-06-AL-M-WE2_A005_206	177-yn-DE-32-A-0-06-AL-M-WE2_A005_206	c'était vraiment un choix ? 	32	yes-no	delex	B	M	ch_OB1	06	177	NO	NO	3	NO	NO	YES	NO	et donc ça c'était vraiment un choix ? 	YES	whisf-eslo2-yn	WE2_A005_206	7	NO	NO	NO	subj-full-DP	NO	ce-subj	2	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	et donc ça c'était vraiment un choix ?	NOAGE
032-yn-CL-33-B-0-07-AH-F-WE2_A007_4520	032-yn-CL-33-C-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	33	yes-no	clair	B	F	ch_CD2	07	032	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu t'y plais dans ce quartier ?	NOAGE
092-yn-OR-33-C-0-07-AH-F-WE2_A007_4520	092-yn-OR-33-A-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	33	yes-no	orig	C	F	ch_CD2	07	092	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu t'y plais dans ce quartier ?	NOAGE
152-yn-DE-33-A-0-07-AH-F-WE2_A007_4520	152-yn-DE-33-B-0-07-AH-F-WE2_A007_4520	tu t'y plais dans ce quartier ? 	33	yes-no	delex	A	F	ch_CD2	07	152	NO	NO	4	NO	NO	YES	NO	tu t'y plais dans ce quartier ? 	YES	whisf-eslo2-yn	WE2_A007_4520	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	tu t'y plais dans ce quartier ?	NOAGE
058-yn-CL-34-A-0-06-AH-F-WE2_A007_917	058-yn-CL-34-A-0-06-AH-F-WE2_A007_917	tu étais monitrice ? 	34	yes-no	clair	A	F	ch_CD2	06	058	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	euh tu étais monitrice ?	NOAGE
118-yn-OR-34-B-0-06-AH-F-WE2_A007_917	118-yn-OR-34-B-0-06-AH-F-WE2_A007_917	tu étais monitrice ? 	34	yes-no	orig	B	F	ch_CD2	06	118	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	euh tu étais monitrice ?	NOAGE
178-yn-DE-34-C-0-06-AH-F-WE2_A007_917	178-yn-DE-34-C-0-06-AH-F-WE2_A007_917	tu étais monitrice ? 	34	yes-no	delex	C	F	ch_CD2	06	178	NO	NO	3	NO	NO	YES	NO	euh tu étais monitrice ? 	YES	whisf-eslo2-yn	WE2_A007_917	4	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	euh	1	0	NO	NO	NO	spk1	euh tu étais monitrice ?	NOAGE
033-yn-CL-35-C-0-06-AH-F-WE2_A018_3172	033-yn-CL-35-B-0-06-AH-F-WE2_A018_3172	vous vous y trouvez bien ? 	35	yes-no	clair	C	F	ch_CD2	06	033	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	et dans le quartier vous vous y trouvez bien ?	NOAGE
093-yn-OR-35-A-0-06-AH-F-WE2_A018_3172	093-yn-OR-35-C-0-06-AH-F-WE2_A018_3172	vous vous y trouvez bien ? 	35	yes-no	orig	A	F	ch_CD2	06	093	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	et dans le quartier vous vous y trouvez bien ?	NOAGE
153-yn-DE-35-B-0-06-AH-F-WE2_A018_3172	153-yn-DE-35-A-0-06-AH-F-WE2_A018_3172	vous vous y trouvez bien ? 	35	yes-no	delex	B	F	ch_CD2	06	153	NO	NO	3	NO	NO	YES	NO	et dans le quartier vous vous y trouvez bien ? 	YES	whisf-eslo2-yn	WE2_A018_3172	9	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk1	et dans le quartier vous vous y trouvez bien ?	NOAGE
059-yn-CL-36-B-0-06-AG-M-WE2_A021_6777	059-yn-CL-36-C-0-06-AG-M-WE2_A021_6777	tu parles un peu anglais ? 	36	yes-no	clair	B	M	ch_BH8	06	059	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ouais tu parles un peu anglais ?	NOAGE
119-yn-OR-36-C-0-06-AG-M-WE2_A021_6777	119-yn-OR-36-A-0-06-AG-M-WE2_A021_6777	tu parles un peu anglais ? 	36	yes-no	orig	C	M	ch_BH8	06	119	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ouais tu parles un peu anglais ?	NOAGE
179-yn-DE-36-A-0-06-AG-M-WE2_A021_6777	179-yn-DE-36-B-0-06-AG-M-WE2_A021_6777	tu parles un peu anglais ? 	36	yes-no	delex	A	M	ch_BH8	06	179	NO	NO	3	NO	NO	YES	NO	ouais tu parles un peu anglais ? 	YES	whisf-eslo2-yn	WE2_A021_6777	6	NO	NO	NO	NO	subj-clitic	NO	1	NO	NO	0	NO	NO	0	1	NON	NON	NO	NO	NO	0	0	NO	NO	NO	spk2	ouais tu parles un peu anglais ?	NOAGE
